league,season,window,team_id,team_name,team_country,dir,player_id,player_name,player_age,player_nation,player_pos,counter_team_id,counter_team_name,counter_team_country,transfer_fee_amnt,market_val_amnt,is_free,is_loan,is_loan_end,is_retired,transfer_id,log_transfer_fee,log_market_value,age_sq,buying_club_median_fee,log_buying_club_median,sub_position,foot,height_in_cm,country_of_citizenship,goals_per_90,assists_per_90,pos_AM,pos_CB,pos_CF,pos_CM,pos_DM,pos_GK,pos_LB,pos_LM,pos_LW,pos_RB,pos_RM,pos_RW,pos_SS,league_pair,has_appearance_history,has_buying_club_history
GB1,2009,s,985,Manchester United,England,in,62049,Mame Diouf,21.0,Senegal,CF,687,Molde FK,Norway,4500000.0,1600000.0,False,False,False,False,319841,15.319587954740548,14.28551418721001,441.0,4099999.999999999,15.226497531674536,Centre-Forward,right,185.0,Senegal,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,Norway_to_England,0,0
PO1,2009,w,720,FC Porto,Portugal,in,80599,David Addy,19.0,Ghana,LB,5724,Randers FC,Denmark,800000.0,100000.0,False,False,False,False,386531,13.592367006650065,11.512925464970229,361.0,4099999.999999999,15.226497531674536,Left-Back,left,183.0,Ghana,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,Denmark_to_Portugal,0,0
PO1,2009,s,3345,Leixões SC,Portugal,in,76090,Cauê,20.0,Brazil,DM,7478,Esporte Clube Santo André (SP),Brazil,50000.0,350000.0,False,False,False,False,316738,10.819778284410283,12.765688433465597,400.0,4099999.999999999,15.226497531674536,Defensive Midfield,right,184.0,Brazil,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,Brazil_to_Portugal,0,0
PO1,2009,s,1075,SC Braga,Portugal,in,106135,Ángelo Peña,19.0,Venezuela,AM,14555,Estudiantes de Mérida,Venezuela,200000.0,250000.0,False,False,False,False,296295,12.206072645530174,12.429216196844383,361.0,4099999.999999999,15.226497531674536,,,,,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,Venezuela_to_Portugal,0,0
PO1,2009,s,294,SL Benfica,Portugal,in,52647,Júlio César,22.0,Brazil,GK,68608,CF Os Belenenses,Portugal,500000.0,250000.0,False,False,False,False,326417,13.122363377404328,12.429216196844383,484.0,4099999.999999999,15.226497531674536,Goalkeeper,right,191.0,Brazil,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,Portugal_to_Portugal,0,0
PO1,2009,s,294,SL Benfica,Portugal,in,53757,Felipe Menezes,21.0,Brazil,AM,3197,Goiás Esporte Clube,Brazil,1100000.0,525000.0,False,False,False,False,337616,13.9108207377686,13.17115354157376,441.0,4099999.999999999,15.226497531674536,Attacking Midfield,right,185.0,Brazil,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,Brazil_to_Portugal,0,0
PO1,2009,s,294,SL Benfica,Portugal,in,95087,Patric,20.0,Brazil,RB,22064,Brasa Futebol Clube (SP),Brazil,2000000.0,800000.0,False,False,False,False,287837,14.508657738524219,13.592367006650065,400.0,4099999.999999999,15.226497531674536,,,,,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,Brazil_to_Portugal,0,0
PO1,2009,s,294,SL Benfica,Portugal,in,36350,Javi García,22.0,Spain,CB,418,Real Madrid,Spain,7000000.0,600000.0,False,False,False,False,322510,15.761420707019587,13.304684934198283,484.0,4099999.999999999,15.226497531674536,Defensive Midfield,right,187.0,Spain,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,Spain_to_Portugal,0,0
PO1,2009,s,294,SL Benfica,Portugal,in,54170,Ramires,22.0,Brazil,CM,609,Cruzeiro Esporte Clube,Brazil,7500000.0,800000.0,False,False,False,False,294788,15.830413578506539,13.592367006650065,484.0,4099999.999999999,15.226497531674536,Central Midfield,right,179.0,Brazil,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,Brazil_to_Portugal,0,0
PO1,2009,s,336,Sporting CP,Portugal,in,37918,Matías Fernández,23.0,Chile,AM,1050,Villarreal CF,Spain,4099999.999999999,400000.0,False,False,False,False,308812,15.226497531674536,12.89921982609012,529.0,4099999.999999999,15.226497531674536,Attacking Midfield,right,176.0,Chile,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,Spain_to_Portugal,0,0
PO1,2009,s,720,FC Porto,Portugal,in,35242,Beto,27.0,Portugal,GK,3345,Leixões SC,Portugal,400000.0,200000.0,False,False,False,False,303615,12.89921982609012,12.206072645530174,729.0,4099999.999999999,15.226497531674536,Goalkeeper,right,182.0,Portugal,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,Portugal_to_Portugal,0,0
PO1,2009,s,720,FC Porto,Portugal,in,59248,Miguel Lopes,22.0,Portugal,RB,2425,Rio Ave FC,Portugal,600000.0,100000.0,False,False,False,False,260066,13.304684934198283,11.512925464970229,484.0,4099999.999999999,15.226497531674536,Right-Back,right,183.0,Portugal,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,Portugal_to_Portugal,0,0
PO1,2009,w,336,Sporting CP,Portugal,in,127610,Mexer,21.0,Mozambique,CB,13865,GD Maputo,Mozambique,166000.0,1200000.0,False,False,False,False,367599,12.01974306733868,13.997832114758229,441.0,4099999.999999999,15.226497531674536,Centre-Back,right,188.0,Mozambique,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,Mozambique_to_Portugal,0,0
PO1,2009,s,720,FC Porto,Portugal,in,84695,Maicon,20.0,Brazil,CB,609,Cruzeiro Esporte Clube,Brazil,2200000.0,1200000.0,False,False,False,False,297411,14.603967918328545,13.997832114758229,400.0,4099999.999999999,15.226497531674536,Centre-Back,right,191.0,Brazil,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,Brazil_to_Portugal,0,0
PO1,2009,s,720,FC Porto,Portugal,in,26460,Fernando Belluschi,25.0,Argentina,CM,683,Olympiacos Piraeus,Greece,5000000.0,75000.0,False,False,False,False,314174,15.424948470398375,11.225243392518447,625.0,4099999.999999999,15.226497531674536,Central Midfield,both,171.0,Argentina,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,Greece_to_Portugal,0,0
PO1,2009,s,720,FC Porto,Portugal,in,39152,Radamel Falcao,23.0,Colombia,CF,209,Club Atlético River Plate,Argentina,5430000.0,2200000.0,False,False,False,False,318723,15.507449691910118,14.603967918328545,529.0,4099999.999999999,15.226497531674536,Centre-Forward,right,177.0,Colombia,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,Argentina_to_Portugal,0,0
PO1,2009,s,720,FC Porto,Portugal,in,54859,Álvaro Pereira,23.0,Uruguay,LB,7769,CFR Cluj,Romania,6500000.0,100000.0,False,False,False,False,297926,15.687312734865866,11.512925464970229,529.0,4099999.999999999,15.226497531674536,Left-Back,left,180.0,Uruguay,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,Romania_to_Portugal,0,0
IT1,2009,s,46,FC Internazionale,Italy,in,24316,Emiliano Viviano,23.0,Italy,GK,19,Brescia Calcio,Italy,7000000.0,300000.0,False,False,False,False,274754,15.761420707019587,12.611537753638338,529.0,4099999.999999999,15.226497531674536,Goalkeeper,left,195.0,,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,Italy_to_Italy,0,0
IT1,2009,s,12,AS Roma,Italy,in,30333,Marco Motta,23.0,Italy,RB,410,Udinese Calcio,Italy,3500000.0,250000.0,False,False,False,False,307273,15.068273526459642,12.429216196844383,529.0,4099999.999999999,15.226497531674536,Right-Back,right,186.0,Italy,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,Italy_to_Italy,0,0
IT1,2009,s,5,AC Milan,Italy,in,52136,Davide Di Gennaro,21.0,Italy,DM,252,Genoa CFC,Italy,2500000.0,500000.0,False,False,False,False,308622,14.73180128983843,13.122363377404328,441.0,4099999.999999999,15.226497531674536,Attacking Midfield,left,180.0,Italy,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,Italy_to_Italy,0,0
IT1,2009,s,5,AC Milan,Italy,in,77970,Elia Legati,24.0,Italy,CB,4083,FC Crotone,Italy,400000.0,200000.0,False,False,False,False,433042,12.89921982609012,12.206072645530174,576.0,4099999.999999999,15.226497531674536,,,,,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,Italy_to_Italy,0,0
IT1,2009,s,458,US Palermo,Italy,in,55215,Javier Pastore,20.0,Argentina,AM,2063,Club Atlético Huracán,Argentina,7000000.0,1000000.0,False,False,False,False,316111,15.761420707019587,13.815510557964274,400.0,4099999.999999999,15.226497531674536,Attacking Midfield,right,187.0,Argentina,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,Argentina_to_Italy,0,0
IT1,2009,s,458,US Palermo,Italy,in,52903,Nicolás Bertolo,23.0,Argentina,LW,830,Club Atlético Banfield,Argentina,2000000.0,225000.0,False,False,False,False,295818,14.508657738524219,12.323855681186558,529.0,4099999.999999999,15.226497531674536,Left Winger,right,180.0,Argentina,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,Argentina_to_Italy,0,0
IT1,2009,s,458,US Palermo,Italy,in,63461,Cristian Melinte,21.0,Romania,CB,312,FC Dinamo Bucharest,Romania,600000.0,100000.0,False,False,False,False,337993,13.304684934198283,11.512925464970229,441.0,4099999.999999999,15.226497531674536,,,,,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,Romania_to_Italy,0,0
IT1,2009,s,6195,SSC Napoli,Italy,in,22328,Fabio Quagliarella,26.0,Italy,CF,410,Udinese Calcio,Italy,18000000.0,1000000.0,False,False,False,False,296829,16.70588231586044,13.815510557964274,676.0,4099999.999999999,15.226497531674536,Centre-Forward,right,180.0,,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,Italy_to_Italy,0,0
PO1,2009,s,720,FC Porto,Portugal,in,61504,Sebastián Prediger,22.0,Argentina,DM,1070,Club Atlético Colón,Argentina,3300000.0,150000.0,False,False,False,False,324571,15.009433026436708,11.918390573078392,484.0,4099999.999999999,15.226497531674536,,,,,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,Argentina_to_Portugal,0,0
PO1,2009,w,294,SL Benfica,Portugal,in,121483,Jan Oblak,16.0,Slovenia,GK,4772,NK Olimpija Ljubljana,Slovenia,4000000.0,70000000.0,False,False,False,False,431555,15.201804919084164,18.064005800013632,256.0,4099999.999999999,15.226497531674536,Goalkeeper,right,188.0,Slovenia,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,Slovenia_to_Portugal,0,0
PO1,2009,w,294,SL Benfica,Portugal,in,53078,Éder Luís,24.0,Brazil,RW,330,Clube Atlético Mineiro,Brazil,4000000.0,325000.0,False,False,False,False,372793,15.201804919084164,12.691580461311874,576.0,4099999.999999999,15.226497531674536,,,,,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,Brazil_to_Portugal,0,0
PO1,2009,w,294,SL Benfica,Portugal,in,72861,Airton,19.0,Brazil,DM,614,Clube de Regatas do Flamengo,Brazil,2600000.0,250000.0,False,False,False,False,371496,14.77102200299171,12.429216196844383,361.0,4099999.999999999,15.226497531674536,,,,,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,Brazil_to_Portugal,0,0
FR1,2009,s,583,Paris Saint-Germain,France,in,38360,Mevlüt Erdinc,22.0,Turkey,CF,750,FC Sochaux-Montbéliard,France,8500000.0,150000.0,False,False,False,False,310597,15.955576721460545,11.918390573078392,484.0,4099999.999999999,15.226497531674536,Centre-Forward,right,181.0,Turkey,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,France_to_France,0,0
FR1,2009,s,417,OGC Nice,France,in,57110,Anthony Mounier,21.0,France,LW,1041,Olympique Lyon,France,2500000.0,200000.0,False,False,False,False,338525,14.73180128983843,12.206072645530174,441.0,4099999.999999999,15.226497531674536,Left Winger,left,174.0,France,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,France_to_France,0,0
FR1,2009,s,415,FC Toulouse,France,in,75380,Luan,20.0,Brazil,LW,291,AD São Caetano (SP),Brazil,2500000.0,725000.0,False,False,False,False,307576,14.73180128983843,13.493926933836812,400.0,4099999.999999999,15.226497531674536,,,,,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,Brazil_to_France,0,0
FR1,2009,s,273,Stade Rennais FC,France,in,12384,Alexander Tettey,23.0,Norway,DM,195,Rosenborg BK,Norway,3500000.0,500000.0,False,False,False,False,327072,15.068273526459642,13.122363377404328,529.0,4099999.999999999,15.226497531674536,Defensive Midfield,right,181.0,Norway,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,Norway_to_France,0,0
FR1,2009,s,273,Stade Rennais FC,France,in,103563,Tongo Doumbia,19.0,Mali,DM,12761,LB Châteauroux B,France,100000.0,150000.0,False,False,False,False,304459,11.512925464970229,11.918390573078392,361.0,4099999.999999999,15.226497531674536,Defensive Midfield,right,191.0,Mali,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,France_to_France,0,0
FR1,2009,s,244,Olympique Marseille,France,in,27470,Stéphane Mbia,23.0,Cameroon,DM,273,Stade Rennais FC,France,12000000.0,200000.0,False,False,False,False,316956,16.300417207752275,12.206072645530174,529.0,4099999.999999999,15.226497531674536,Defensive Midfield,right,189.0,Cameroon,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,France_to_France,0,0
FR1,2009,s,162,AS Monaco,France,in,39914,Mathieu Coutadeur,23.0,France,CM,1164,Le Mans Union Club 72,France,4000000.0,400000.0,False,False,False,False,338294,15.201804919084164,12.89921982609012,529.0,4099999.999999999,15.226497531674536,Central Midfield,right,169.0,,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,France_to_France,0,0
FR1,2009,w,1423,Valenciennes FC,France,in,55046,Benjamin Angoua,23.0,Cote d'Ivoire,CB,709,Budapest Honvéd FC,Hungary,500000.0,150000.0,False,False,False,False,384955,13.122363377404328,11.918390573078392,529.0,4099999.999999999,15.226497531674536,Centre-Back,right,183.0,Cote d'Ivoire,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,Hungary_to_France,0,0
FR1,2009,w,1041,Olympique Lyon,France,in,37838,Dejan Lovren,20.0,Croatia,CB,419,GNK Dinamo Zagreb,Croatia,9000000.0,10000000.0,False,False,False,False,378355,16.012735135300492,16.11809565095832,400.0,4099999.999999999,15.226497531674536,Centre-Back,right,188.0,Croatia,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,Croatia_to_France,0,0
FR1,2009,w,750,FC Sochaux-Montbéliard,France,in,64308,Brown Ideye,21.0,Nigeria,CF,625,Neuchâtel Xamax,Switzerland,4000000.0,175000.0,False,False,False,False,381050,15.201804919084164,12.072541252905651,441.0,4099999.999999999,15.226497531674536,Centre-Forward,right,181.0,Nigeria,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,Switzerland_to_France,0,0
ES1,2009,s,13,Atlético de Madrid,Spain,in,51710,Sergio Asenjo,20.0,Spain,GK,366,Real Valladolid CF,Spain,5500000.0,9000000.0,False,False,False,False,315464,15.520258650202699,16.012735135300492,400.0,4099999.999999999,15.226497531674536,Goalkeeper,right,189.0,Spain,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,Spain_to_Spain,0,0
ES1,2009,s,13,Atlético de Madrid,Spain,in,102423,Leandro Cabrera,18.0,Uruguay,CB,2619,Defensor Sporting Club,Uruguay,1500000.0,3000000.0,False,False,False,False,306772,14.22097566607244,14.914122846632385,324.0,4099999.999999999,15.226497531674536,Centre-Back,left,190.0,Uruguay,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,Uruguay_to_Spain,0,0
ES1,2009,s,13,Atlético de Madrid,Spain,in,37403,Roberto,23.0,Spain,GK,2867,Recreativo Huelva,Spain,1250000.0,700000.0,False,False,False,False,317259,14.038654109278484,13.458835614025542,529.0,4099999.999999999,15.226497531674536,Goalkeeper,right,192.0,Spain,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,Spain_to_Spain,0,0
ES1,2009,s,621,Athletic Bilbao,Spain,in,96718,Óscar de Marcos,21.0,Spain,RB,1108,Deportivo Alavés,Spain,350000.0,2000000.0,False,False,False,False,316249,12.765688433465597,14.508657738524219,441.0,4099999.999999999,15.226497531674536,Right-Back,right,182.0,Spain,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,Spain_to_Spain,0,0
ES1,2009,s,418,Real Madrid,Spain,in,8198,Cristiano Ronaldo,24.0,Portugal,CF,985,Manchester United,England,94000000.0,45000000.0,False,False,False,False,308498,18.358805340234277,17.622173047734595,576.0,4099999.999999999,15.226497531674536,Centre-Forward,right,188.0,Portugal,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,England_to_Spain,0,0
ES1,2009,s,418,Real Madrid,Spain,in,18922,Karim Benzema,21.0,France,CF,1041,Olympique Lyon,France,35000000.0,25000000.0,False,False,False,False,310931,17.37085861945369,17.034386382832476,441.0,4099999.999999999,15.226497531674536,Centre-Forward,right,185.0,France,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,France_to_Spain,0,0
ES1,2009,s,418,Real Madrid,Spain,in,15452,Raúl Albiol,23.0,Spain,CB,1049,Valencia CF,Spain,15000000.0,2500000.0,False,False,False,False,310974,16.523560759066484,14.73180128983843,529.0,4099999.999999999,15.226497531674536,Centre-Back,right,190.0,Spain,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,Spain_to_Spain,0,0
ES1,2009,s,418,Real Madrid,Spain,in,18644,Álvaro Negredo,23.0,Spain,CF,3302,UD Almería,Spain,5000000.0,1200000.0,False,False,False,False,300527,15.424948470398375,13.997832114758229,529.0,4099999.999999999,15.226497531674536,Centre-Forward,left,186.0,Spain,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,Spain_to_Spain,0,0
ES1,2009,s,368,Sevilla FC,Spain,in,18644,Álvaro Negredo,24.0,Spain,CF,418,Real Madrid,Spain,15000000.0,1200000.0,False,False,False,False,334566,16.523560759066484,13.997832114758229,576.0,4099999.999999999,15.226497531674536,Centre-Forward,left,186.0,Spain,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,Spain_to_Spain,0,0
ES1,2009,s,366,Real Valladolid CF,Spain,in,45335,Alberto Bueno,21.0,Spain,SS,6767,Real Madrid Castilla,Spain,3000000.0,200000.0,False,False,False,False,320267,14.914122846632385,12.206072645530174,441.0,4099999.999999999,15.226497531674536,Second Striker,right,178.0,Spain,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,Spain_to_Spain,0,0
ES1,2009,s,142,Real Zaragoza,Spain,in,49802,Ivan Obradovic,21.0,Serbia,LB,669,FK Partizan Belgrade,Serbia,3500000.0,500000.0,False,False,False,False,334996,15.068273526459642,13.122363377404328,441.0,4099999.999999999,15.226497531674536,Left-Back,left,181.0,Serbia,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,Serbia_to_Spain,0,0
ES1,2009,s,131,FC Barcelona,Spain,in,3455,Zlatan Ibrahimovic,27.0,Sweden,CF,46,FC Internazionale,Italy,69500000.0,4000000.0,False,False,False,False,324955,18.05683731053502,15.201804919084164,729.0,4099999.999999999,15.226497531674536,Centre-Forward,right,195.0,Sweden,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,Italy_to_Spain,0,0
ES1,2009,s,131,FC Barcelona,Spain,in,25732,Dmytro Chygrynskyi,22.0,Ukraine,CB,660,Shakhtar Donetsk,Ukraine,25000000.0,350000.0,False,False,False,False,338092,17.034386382832476,12.765688433465597,484.0,4099999.999999999,15.226497531674536,Centre-Back,right,189.0,Ukraine,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,Ukraine_to_Spain,0,0
IT1,2009,s,1627,Calcio Catania,Italy,in,35491,Mariano Andújar,25.0,Argentina,GK,288,Club Estudiantes de La Plata,Argentina,2200000.0,1000000.0,False,False,False,False,307123,14.603967918328545,13.815510557964274,625.0,4099999.999999999,15.226497531674536,Goalkeeper,right,194.0,Argentina,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,Argentina_to_Italy,0,0
PO1,2009,w,294,SL Benfica,Portugal,in,53922,Alan Kardec,20.0,Brazil,CF,978,Club de Regatas Vasco da Gama,Brazil,2500000.0,1500000.0,False,False,False,False,369461,14.73180128983843,14.22097566607244,400.0,4099999.999999999,15.226497531674536,Centre-Forward,right,190.0,Brazil,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,Brazil_to_Portugal,0,0
IT1,2009,s,6195,SSC Napoli,Italy,in,33218,Luca Cigarini,23.0,Italy,DM,800,Atalanta BC,Italy,11000000.0,600000.0,False,False,False,False,296505,16.213405830762646,13.304684934198283,529.0,4099999.999999999,15.226497531674536,Defensive Midfield,right,175.0,Italy,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,Italy_to_Italy,0,0
FR1,2009,s,618,AS Saint-Étienne,France,in,46791,Bakary Sako,21.0,Mali,LW,1175,LB Châteauroux,France,3000000.0,400000.0,False,False,False,False,315687,14.914122846632385,12.89921982609012,441.0,4099999.999999999,15.226497531674536,Left Winger,left,183.0,,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,France_to_France,0,0
IT1,2009,s,6195,SSC Napoli,Italy,in,25785,Erwin Hoffer,22.0,Austria,CF,170,Rapid Vienna,Austria,5000000.0,150000.0,False,False,False,False,325625,15.424948470398375,11.918390573078392,484.0,4099999.999999999,15.226497531674536,Centre-Forward,right,176.0,Austria,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,Austria_to_Italy,0,0
IT1,2009,s,506,Juventus FC,Italy,in,35537,Felipe Melo,26.0,Brazil,DM,430,ACF Fiorentina,Italy,25000000.0,600000.0,False,False,False,False,319192,17.034386382832476,13.304684934198283,676.0,4099999.999999999,15.226497531674536,Defensive Midfield,right,183.0,Brazil,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,Italy_to_Italy,0,0
IT1,2009,s,1387,Robur Siena,Italy,in,22805,Gaël Genevier,27.0,France,DM,4172,AC Pisa 1909,Italy,400000.0,100000.0,False,False,False,False,309884,12.89921982609012,11.512925464970229,729.0,4099999.999999999,15.226497531674536,,,,,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,Italy_to_Italy,0,0
IT1,2009,w,1390,Cagliari Calcio,Italy,in,41982,Radja Nainggolan,21.0,Belgium,CM,1408,Piacenza FC,Italy,1300000.0,4000000.0,False,False,False,False,383915,14.077874822431765,15.201804919084164,441.0,4099999.999999999,15.226497531674536,Central Midfield,right,177.0,,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,Italy_to_Italy,0,0
IT1,2009,w,410,Udinese Calcio,Italy,in,108484,Emmanuel Badu,19.0,Ghana,CM,27913,Berekum Arsenal,Ghana,500000.0,300000.0,False,False,False,False,546439,13.122363377404328,12.611537753638338,361.0,4099999.999999999,15.226497531674536,Central Midfield,right,173.0,Ghana,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,Ghana_to_Italy,0,0
IT1,2009,w,410,Udinese Calcio,Italy,in,110622,Jonathan Mensah,19.0,Ghana,CB,9368,Free State Stars,South Africa,500000.0,800000.0,False,False,False,False,364770,13.122363377404328,13.592367006650065,361.0,4099999.999999999,15.226497531674536,Centre-Back,right,188.0,Ghana,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,South Africa_to_Italy,0,0
IT1,2009,w,430,ACF Fiorentina,Italy,in,109256,Haris Seferovic,17.0,Switzerland,CF,504,Grasshopper Club Zurich,Switzerland,1350000.0,16000000.0,False,False,False,False,384992,14.115615150414612,16.588099280204055,289.0,4099999.999999999,15.226497531674536,Centre-Forward,left,189.0,,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,Switzerland_to_Italy,0,0
IT1,2009,w,430,ACF Fiorentina,Italy,in,69374,Adem Ljajic,18.0,Serbia,AM,669,FK Partizan Belgrade,Serbia,6800000.0,3800000.0,False,False,False,False,378476,15.732433170146335,15.150511624696614,324.0,4099999.999999999,15.226497531674536,Attacking Midfield,right,182.0,Serbia,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,Serbia_to_Italy,0,0
IT1,2009,w,252,Genoa CFC,Italy,in,52188,Robert Gucher,18.0,Austria,DM,8970,Frosinone Calcio,Italy,1700000.0,500000.0,False,False,False,False,387221,14.346138809026444,13.122363377404328,324.0,4099999.999999999,15.226497531674536,Defensive Midfield,right,183.0,Austria,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,Italy_to_Italy,0,0
IT1,2009,w,252,Genoa CFC,Italy,in,48119,Danijel Aleksic,18.0,Serbia,AM,448,FK Vojvodina Novi Sad,Serbia,2250000.0,2200000.0,False,False,False,False,380133,14.626440774180603,14.603967918328545,324.0,4099999.999999999,15.226497531674536,Attacking Midfield,left,182.0,Serbia,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,Serbia_to_Italy,0,0
IT1,2009,w,130,Parma FC,Italy,in,45567,Jonathan Biabiany,21.0,France,RW,46,FC Internazionale,Italy,2500000.0,400000.0,False,False,False,False,386598,14.73180128983843,12.89921982609012,441.0,4099999.999999999,15.226497531674536,Right Winger,right,177.0,France,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,Italy_to_Italy,0,0
IT1,2009,w,130,Parma FC,Italy,in,41989,Francesco Valiani,29.0,Italy,CM,1025,Bologna FC 1909,Italy,2800000.0,125000.0,False,False,False,False,385528,14.845129975145433,11.736069016284437,841.0,4099999.999999999,15.226497531674536,Central Midfield,right,175.0,Italy,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,Italy_to_Italy,0,0
IT1,2009,w,5,AC Milan,Italy,in,85563,Dominic Adiyiah,20.0,Ghana,RW,3837,Fredrikstad FK,Norway,1400000.0,300000.0,False,False,False,False,356310,14.151982794585487,12.611537753638338,400.0,4099999.999999999,15.226497531674536,Right Winger,right,172.0,Ghana,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,Norway_to_Italy,0,0
IT1,2009,s,1387,Robur Siena,Italy,in,21872,Gianluca Pegolo,28.0,Italy,GK,252,Genoa CFC,Italy,800000.0,100000.0,False,False,False,False,300427,13.592367006650065,11.512925464970229,784.0,4099999.999999999,15.226497531674536,Goalkeeper,left,183.0,Italy,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,Italy_to_Italy,0,0
IT1,2009,s,1210,AS Livorno,Italy,in,119369,Federico Dionisi,22.0,Italy,CF,10686,Celano FC Olimpia,Italy,400000.0,400000.0,False,False,False,False,318540,12.89921982609012,12.89921982609012,484.0,4099999.999999999,15.226497531674536,Centre-Forward,right,180.0,Italy,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,Italy_to_Italy,0,0
IT1,2009,s,1390,Cagliari Calcio,Italy,in,35719,Andrea Cocco,24.0,Italy,CF,24361,Alghero 1945,Italy,500000000.0,75000.0,False,False,False,False,434798,20.030118656386467,11.225243392518447,576.0,4099999.999999999,15.226497531674536,Centre-Forward,right,182.0,Italy,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,Italy_to_Italy,0,0
