league,season,window,team_id,team_name,team_country,dir,player_id,player_name,player_age,player_nation,player_nation2,player_pos,counter_team_id,counter_team_name,counter_team_country,transfer_fee_amnt,market_val_amnt,is_free,is_loan,is_loan_end,is_retired,transfer_id
Premier League,2009,s,985,Manchester United,England,in,62049,Mame Diouf,21.0,Senegal,,CF,687,Molde FK,Norway,4500000.0,1600000.0,False,False,False,False,319841
Premier League,2009,s,985,Manchester United,England,in,43261,Gabriel Obertan,20.0,France,Guadeloupe,AM,40,FC Girondins Bordeaux,France,4000000.0,400000.0,False,False,False,False,315185
Premier League,2009,s,631,Chelsea FC,England,in,16760,Yuri Zhirkov,25.0,Russia,,LB,2410,CSKA Moscow,Russia,21000000.0,300000.0,False,False,False,False,314089
Premier League,2009,s,631,Chelsea FC,England,in,47082,Daniel Sturridge,19.0,England,,CF,281,Manchester City,England,7250000.0,2000000.0,False,False,False,False,307097
Premier League,2009,s,631,Chelsea FC,England,in,74683,Nemanja Matic,21.0,Serbia,Slovakia,DM,779,MFK Košice,Slovakia,1750000.0,8000000.0,False,False,False,False,333654
Premier League,2009,s,11,Arsenal FC,England,in,15904,Thomas Vermaelen,23.0,Belgium,,CB,610,Ajax Amsterdam,Netherlands,12000000.0,900000.0,False,False,False,False,304629
Premier League,2009,s,405,Aston Villa,England,in,50362,Fabian Delph,19.0,England,Guyana,CM,399,Leeds United,England,9500000.0,3500000.0,False,False,False,False,328299
Premier League,2009,s,931,Fulham FC,England,in,126587,Stefan Payne,17.0,England,,CF,3052,Sutton United,England,30000.0,200000.0,False,False,False,False,342354
Premier League,2009,s,148,Tottenham Hotspur,England,in,33951,Sébastien Bassong,23.0,Cameroon,France,CB,762,Newcastle United,England,9300000.0,250000.0,False,False,False,False,330005
Premier League,2009,s,148,Tottenham Hotspur,England,in,66219,Kyle Naughton,20.0,England,Ireland,RB,350,Sheffield United,England,5900000.0,1000000.0,False,False,False,False,323075
Premier League,2009,s,148,Tottenham Hotspur,England,in,95424,Kyle Walker,19.0,England,,RB,350,Sheffield United,England,5900000.0,28000000.0,False,False,False,False,323076
Premier League,2009,s,379,West Ham United,England,in,23197,Alessandro Diamanti,26.0,Italy,,AM,1210,AS Livorno,Italy,6800000.0,200000.0,False,False,False,False,336320
Premier League,2009,s,379,West Ham United,England,in,37398,Manuel da Costa,23.0,Morocco,Portugal,CB,430,ACF Fiorentina,Italy,2700000.0,450000.0,False,False,False,False,338516
Premier League,2009,s,379,West Ham United,England,in,66109,Fabio Daprelà,18.0,Switzerland,Italy,CB,504,Grasshopper Club Zurich,Switzerland,1200000.0,400000.0,False,False,False,False,326070
Premier League,2009,s,281,Manchester City,England,in,4276,Carlos Tevez,25.0,Argentina,,SS,379,West Ham United,England,29000000.0,600000.0,False,False,False,False,436836
Premier League,2009,s,281,Manchester City,England,in,215,Roque Santa Cruz,27.0,Paraguay,Spain,CF,164,Blackburn Rovers,England,21200000.0,250000.0,False,False,False,False,306227
Premier League,2009,s,1071,Wigan Athletic,England,in,45333,James McCarthy,18.0,Ireland,Scotland,CM,2999,Hamilton Academical FC,Scotland,5100000.0,3000000.0,False,False,False,False,322326
Premier League,2009,s,1071,Wigan Athletic,England,in,70950,Mohamed Diamé,22.0,Senegal,France,CM,367,Rayo Vallecano,Spain,3000000.0,1200000.0,False,False,False,False,329634
Premier League,2009,s,1071,Wigan Athletic,England,in,39010,Jordi Gómez,24.0,Spain,,CM,714,RCD Espanyol Barcelona,Spain,2450000.0,300000.0,False,False,False,False,305029
Premier League,2009,s,512,Stoke City,England,in,72645,Diego Arismendi,21.0,Uruguay,Italy,DM,866,Club Nacional,Uruguay,3000000.0,100000.0,False,False,False,False,338663
Premier League,2009,s,355,Bolton Wanderers,England,in,81801,Chung-yong Lee,21.0,"Korea, South",,RW,6500,FC Seoul,"Korea, South",2500000.0,650000.0,False,False,False,False,332132
Premier League,2009,s,355,Bolton Wanderers,England,in,128285,Mark Connolly,17.0,Ireland,,CB,12801,Wolverhampton Wanderers U18,England,1200000.0,400000.0,False,False,False,False,453323
Premier League,2009,s,1020,Portsmouth FC,England,in,16922,Kevin-Prince Boateng,22.0,Ghana,Germany,AM,148,Tottenham Hotspur,England,4500000.0,2000000.0,False,False,False,False,337574
Premier League,2009,s,164,Blackburn Rovers,England,in,36371,Nikola Kalinic,21.0,Croatia,,CF,447,HNK Hajduk Split,Croatia,7000000.0,1500000.0,False,False,False,False,331002
Premier League,2009,s,164,Blackburn Rovers,England,in,73734,Steven Nzonzi,20.0,France,DR Congo,DM,1416,Amiens SC,France,580000.0,8000000.0,False,False,False,False,310591
Premier League,2009,s,289,Sunderland AFC,England,in,42411,Fraizer Campbell,21.0,England,Jamaica,CF,985,Manchester United,England,4099999.999999999,700000.0,False,False,False,False,316117
Premier League,2009,s,3008,Hull City,England,in,24636,Paul McShane,23.0,Ireland,,CB,289,Sunderland AFC,England,2500000.0,400000.0,False,False,False,False,338281
Premier League,2009,s,543,Wolverhampton Wanderers,England,in,42062,Greg Halford,24.0,England,,CB,289,Sunderland AFC,England,2400000.0,100000.0,False,False,False,False,311684
Premier League,2009,s,543,Wolverhampton Wanderers,England,in,32660,Stefan Maierhofer,27.0,Austria,,CF,170,Rapid Vienna,Austria,2000000.0,50000.0,False,False,False,False,338486
Premier League,2009,s,337,Birmingham City,England,in,62688,Scott Dann,22.0,England,,CB,990,Coventry City,England,4000000.0,1500000.0,False,False,False,False,301396
Premier League,2009,s,337,Birmingham City,England,in,68327,Jay O'Shea,20.0,Ireland,,CM,9212,Galway United FC (- 2011),Ireland,100000.0,350000.0,False,False,False,False,331003
Premier League,2009,s,1132,Burnley FC,England,in,35099,Steven Fletcher,22.0,Scotland,England,CF,903,Hibernian FC,Scotland,4700000.0,900000.0,False,False,False,False,310667
Premier League,2009,s,1132,Burnley FC,England,in,45331,Brian Easton,21.0,Scotland,,LB,2999,Hamilton Academical FC,Scotland,400000.0,300000.0,False,False,False,False,318342
Premier League,2009,w,1071,Wigan Athletic,England,in,59866,Victor Moses,19.0,Nigeria,England,RM,873,Crystal Palace,England,3000000.0,6500000.0,False,False,False,False,386151
Premier League,2009,w,512,Stoke City,England,in,33873,Asmir Begovic,22.0,Bosnia-Herzegovina,Canada,GK,1020,Portsmouth FC,England,3750000.0,1200000.0,False,False,False,False,386608
Premier League,2009,w,1132,Burnley FC,England,in,31553,Danny Fox,23.0,Scotland,England,LB,371,Celtic FC,Scotland,2100000.0,300000.0,False,False,False,False,384935
Premier League,2009,w,1132,Burnley FC,England,in,111114,Kevin Long,19.0,Ireland,,CB,6065,Cork City FC (- 2009),Ireland,350000.0,1000000.0,False,False,False,False,364225
Premier League,2010,s,1181,Blackpool FC,England,in,56785,Elliot Grandin,22.0,France,DR Congo,AM,208,CSKA Sofia,Bulgaria,1500000.0,150000.0,False,False,False,False,465766
Premier League,2010,s,1181,Blackpool FC,England,in,52495,Chris Basham,21.0,England,,CB,355,Bolton Wanderers,England,1400000.0,2000000.0,False,False,False,False,466879
Premier League,2010,s,1181,Blackpool FC,England,in,59606,Craig Cathcart,21.0,Northern Ireland,,CB,9251,Manchester United Reserves,England,625000.0,1500000.0,False,False,False,False,465745
Premier League,2010,s,1181,Blackpool FC,England,in,77274,Matt Phillips,19.0,Scotland,England,RW,2805,Wycombe Wanderers,England,400000.0,4000000.0,False,False,False,False,475784
Premier League,2010,s,1071,Wigan Athletic,England,in,40822,Mauro Boselli,25.0,Argentina,Mexico,CF,288,Club Estudiantes de La Plata,Argentina,3700000.0,300000.0,False,False,False,False,438566
Premier League,2010,s,1071,Wigan Athletic,England,in,59783,Franco Di Santo,21.0,Argentina,Italy,CF,631,Chelsea FC,England,2400000.0,1000000.0,False,False,False,False,474674
Premier League,2010,s,1071,Wigan Athletic,England,in,41416,James McArthur,22.0,Scotland,,CM,2999,Hamilton Academical FC,Scotland,600000.0,2000000.0,False,False,False,False,454494
Premier League,2010,s,985,Manchester United,England,in,153427,Bebé,20.0,Portugal,Cape Verde,LW,2420,Vitória Guimarães SC,Portugal,8800000.0,800000.0,False,False,False,False,466136
Premier League,2010,s,985,Manchester United,England,in,103427,Chris Smalling,20.0,England,,CB,931,Fulham FC,England,8000000.0,12000000.0,False,False,False,False,383169
Premier League,2010,s,985,Manchester United,England,in,50935,Chicharito,22.0,Mexico,,CF,6711,Deportivo Guadalajara,Mexico,7500000.0,2000000.0,False,False,False,False,413289
Premier League,2010,s,984,West Bromwich Albion,England,in,6893,Gabriel Tamas,26.0,Romania,,CB,290,AJ Auxerre,France,930000.0,200000.0,False,False,False,False,419855
Premier League,2010,s,984,West Bromwich Albion,England,in,121477,Craig Dawson,20.0,England,,CB,1088,Rochdale AFC,England,300000.0,3000000.0,False,False,False,False,476674
Premier League,2010,s,931,Fulham FC,England,in,19368,Mousa Dembélé,23.0,Belgium,Mali,CM,1090,AZ Alkmaar,Netherlands,6000000.0,1000000.0,False,False,False,False,468787
Premier League,2010,s,931,Fulham FC,England,in,67815,Rafik Halliche,23.0,Algeria,,CB,294,SL Benfica,Portugal,2500000.0,100000.0,False,False,False,False,471622
Premier League,2010,s,762,Newcastle United,England,in,49409,James Perch,24.0,England,Jamaica,DM,703,Nottingham Forest,England,1200000.0,800000.0,False,False,False,False,442908
Premier League,2010,s,631,Chelsea FC,England,in,54170,Ramires,23.0,Brazil,,CM,294,SL Benfica,Portugal,22000000.0,800000.0,False,False,False,False,462253
Premier League,2010,s,631,Chelsea FC,England,in,148657,Tomas Kalas,17.0,Czech Republic,,CB,2311,SK Sigma Olomouc,Czech Republic,6000000.0,4500000.0,False,False,False,False,752590
Premier League,2010,s,631,Chelsea FC,England,in,60220,Matej Delac,17.0,Croatia,,GK,918,NK Inter Zapresic,Croatia,3000000.0,300000.0,False,False,False,False,344028
Premier League,2010,s,543,Wolverhampton Wanderers,England,in,35099,Steven Fletcher,23.0,Scotland,England,CF,1132,Burnley FC,England,7200000.0,900000.0,False,False,False,False,426343
Premier League,2010,s,543,Wolverhampton Wanderers,England,in,74768,Adlène Guédioura,24.0,Algeria,France,CM,172,RSC Charleroi,Belgium,2300000.0,400000.0,False,False,False,False,423017
Premier League,2010,s,543,Wolverhampton Wanderers,England,in,171679,Matt Doherty,18.0,Ireland,,RB,9211,Bohemian Football Club,Ireland,90000.0,16000000.0,False,False,False,False,516690
Premier League,2010,s,512,Stoke City,England,in,30456,Marc Wilson,23.0,Ireland,Northern Ireland,CB,1020,Portsmouth FC,England,3600000.0,10000.0,False,False,False,False,474789
Premier League,2010,s,11,Arsenal FC,England,in,76277,Laurent Koscielny,24.0,France,Poland,CB,1158,FC Lorient,France,12500000.0,3500000.0,False,False,False,False,444626
Premier League,2010,s,379,West Ham United,England,in,51079,Pablo Barrera,23.0,Mexico,,RW,7633,UNAM Pumas,Mexico,4800000.0,800000.0,False,False,False,False,446318
Premier League,2010,s,379,West Ham United,England,in,37526,Winston Reid,22.0,New Zealand,Denmark,CB,865,FC Midtjylland,Denmark,4200000.0,1000000.0,False,False,False,False,462621
Premier League,2010,s,379,West Ham United,England,in,31336,Ruud Boffin,22.0,Belgium,,GK,384,MVV Maastricht,Netherlands,300000.0,425000.0,False,False,False,False,475291
Premier League,2010,s,355,Bolton Wanderers,England,in,112515,Marcos Alonso,19.0,Spain,,LB,6767,Real Madrid Castilla,Spain,2400000.0,15000000.0,False,False,False,False,457763
Premier League,2010,s,355,Bolton Wanderers,England,in,135136,Tom Eaves,17.0,England,,CF,1078,Oldham Athletic,England,245000.0,400000.0,False,False,False,False,466365
Premier League,2010,s,337,Birmingham City,England,in,13572,Ben Foster,27.0,England,,GK,985,Manchester United,England,7000000.0,300000.0,False,False,False,False,419714
Premier League,2010,s,337,Birmingham City,England,in,18871,Jean Beausejour,26.0,Chile,Haiti,LB,3631,CF América,Mexico,4800000.0,250000.0,False,False,False,False,474728
Premier League,2010,s,289,Sunderland AFC,England,in,26802,Asamoah Gyan,24.0,Ghana,,CF,273,Stade Rennais FC,France,16000000.0,100000.0,False,False,False,False,474661
Premier League,2010,s,289,Sunderland AFC,England,in,50219,Simon Mignolet,22.0,Belgium,,GK,475,Sint-Truidense VV,Belgium,2500000.0,8000000.0,False,False,False,False,433438
Premier League,2010,s,281,Manchester City,England,in,45146,Mario Balotelli,20.0,Italy,Ghana,CF,46,FC Internazionale,Italy,29500000.0,2000000.0,False,False,False,False,466898
Premier League,2010,s,281,Manchester City,England,in,35518,David Silva,24.0,Spain,,AM,1049,Valencia CF,Spain,28750000.0,5000000.0,False,False,False,False,440401
Premier League,2010,s,281,Manchester City,England,in,46156,Aleksandar Kolarov,24.0,Serbia,,LB,398,SS Lazio,Italy,23860000.0,1500000.0,False,False,False,False,456185
Premier League,2010,s,281,Manchester City,England,in,3333,James Milner,24.0,England,,CM,405,Aston Villa,England,22000000.0,3000000.0,False,False,False,False,468976
Premier League,2010,s,281,Manchester City,England,in,26485,Jérôme Boateng,21.0,Germany,,CB,41,Hamburger SV,Germany,12500000.0,8500000.0,False,False,False,False,427630
Premier League,2010,s,148,Tottenham Hotspur,England,in,74590,Sandro,21.0,Brazil,Portugal,DM,6600,Sport Club Internacional,Brazil,10000000.0,500000.0,False,False,False,False,407704
Premier League,2010,s,31,Liverpool FC,England,in,4042,Brad Jones,28.0,Australia,England,GK,641,Middlesbrough FC,England,2800000.0,350000.0,False,False,False,False,467958
Premier League,2010,s,31,Liverpool FC,England,in,103819,Danny Wilson,18.0,Scotland,,CB,124,Rangers FC,Scotland,2750000.0,800000.0,False,False,False,False,454287
Premier League,2010,s,31,Liverpool FC,England,in,71292,Jonjo Shelvey,18.0,England,Ireland,CM,358,Charlton Athletic,England,2000000.0,13000000.0,False,False,False,False,414382
Premier League,2010,s,29,Everton FC,England,in,91956,Magaye Gueye,19.0,Senegal,France,CF,667,RC Strasbourg Alsace,France,1400000.0,100000.0,False,False,False,False,438455
Premier League,2010,w,985,Manchester United,England,in,22491,Anders Lindegaard,26.0,Denmark,,GK,5619,Aalesunds FK,Norway,5000000.0,300000.0,False,False,False,False,504391
Premier League,2010,w,762,Newcastle United,England,in,18900,Hatem Ben Arfa,23.0,France,Tunisia,AM,244,Olympique Marseille,France,6000000.0,2000000.0,False,False,False,False,518739
Premier League,2010,w,631,Chelsea FC,England,in,46741,David Luiz,23.0,Brazil,Portugal,CB,294,SL Benfica,Portugal,25000000.0,4000000.0,False,False,False,False,535022
Premier League,2010,w,543,Wolverhampton Wanderers,England,in,38091,Adam Hammill,22.0,England,Ireland,RW,349,Barnsley FC,England,600000.0,400000.0,False,False,False,False,527457
Premier League,2010,w,543,Wolverhampton Wanderers,England,in,45611,Leigh Griffiths,20.0,Scotland,,CF,511,Dundee FC,Scotland,175000.0,1200000.0,False,False,False,False,533136
Premier League,2010,w,11,Arsenal FC,England,in,121990,Wellington Silva,18.0,Brazil,Spain,RW,2462,Fluminense Football Club,Brazil,4000000.0,850000.0,False,False,False,False,373230
Premier League,2010,w,355,Bolton Wanderers,England,in,29199,David Wheater,23.0,England,,CB,641,Middlesbrough FC,England,2750000.0,200000.0,False,False,False,False,527427
Premier League,2010,w,337,Birmingham City,England,in,18227,Curtis Davies,25.0,England,Sierra Leone,CB,405,Aston Villa,England,4000000.0,200000.0,False,False,False,False,532754
Premier League,2010,w,289,Sunderland AFC,England,in,37157,Stéphane Sessègnon,26.0,Benin,,AM,583,Paris Saint-Germain,France,7000000.0,225000.0,False,False,False,False,533495
Premier League,2010,w,281,Manchester City,England,in,28396,Edin Dzeko,24.0,Bosnia-Herzegovina,,CF,82,VfL Wolfsburg,Germany,37000000.0,4000000.0,False,False,False,False,520188
Premier League,2010,w,164,Blackburn Rovers,England,in,55870,Mauro Formica,22.0,Argentina,Italy,AM,1286,Club Atlético Newell's Old Boys,Argentina,4000000.0,350000.0,False,False,False,False,534742
Premier League,2010,w,164,Blackburn Rovers,England,in,67548,Rubén Rochina,19.0,Spain,,RW,2464,FC Barcelona B,Spain,450000.0,2800000.0,False,False,False,False,534637
Premier League,2010,w,31,Liverpool FC,England,in,48066,Andy Carroll,22.0,England,,CF,762,Newcastle United,England,41000000.0,1000000.0,False,False,False,False,535053
Premier League,2010,w,31,Liverpool FC,England,in,44352,Luis Suárez,24.0,Uruguay,,CF,610,Ajax Amsterdam,Netherlands,26500000.0,15000000.0,False,False,False,False,533019
Premier League,2010,w,29,Everton FC,England,in,124495,Apostolos Vellios,19.0,Greece,,CF,47,Iraklis Thessaloniki,Greece,300000.0,200000.0,False,False,False,False,535124
Premier League,2011,s,1123,Norwich City,England,in,67322,Anthony Pilkington,23.0,Ireland,England,LW,1110,Huddersfield Town,England,2250000.0,500000.0,False,False,False,False,597143
Premier League,2011,s,1123,Norwich City,England,in,43193,Elliott Bennett,22.0,Jamaica,England,RM,1237,Brighton & Hove Albion,England,1700000.0,300000.0,False,False,False,False,584061
Premier League,2011,s,1123,Norwich City,England,in,78966,Daniel Ayala,20.0,Spain,,CB,31,Liverpool FC,England,900000.0,1800000.0,False,False,False,False,622604
Premier League,2011,s,985,Manchester United,England,in,59377,David de Gea,20.0,Spain,,GK,13,Atlético de Madrid,Spain,25000000.0,18000000.0,False,False,False,False,591840
Premier League,2011,s,985,Manchester United,England,in,117996,Phil Jones,19.0,England,,CB,164,Blackburn Rovers,England,19300000.0,5000000.0,False,False,False,False,583243
Premier League,2011,s,985,Manchester United,England,in,14086,Ashley Young,25.0,England,Jamaica,LB,405,Aston Villa,England,18000000.0,1000000.0,False,False,False,False,589070
Premier League,2011,s,984,West Bromwich Albion,England,in,37304,Shane Long,24.0,Ireland,,CF,1032,Reading FC,England,5100000.0,1200000.0,False,False,False,False,619629
Premier League,2011,s,931,Fulham FC,England,in,39642,Bryan Ruíz,26.0,Costa Rica,,AM,317,Twente Enschede FC,Netherlands,12000000.0,325000.0,False,False,False,False,630501
Premier League,2011,s,931,Fulham FC,England,in,130108,Pajtim Kasami,19.0,Switzerland,North Macedonia,CM,458,US Palermo,Italy,1600000.0,2000000.0,False,False,False,False,610300
Premier League,2011,s,762,Newcastle United,England,in,84344,Davide Santon,20.0,Italy,,RB,46,FC Internazionale,Italy,5650000.0,1000000.0,False,False,False,False,629340
Premier League,2011,s,762,Newcastle United,England,in,43261,Gabriel Obertan,22.0,France,Guadeloupe,AM,985,Manchester United,England,3400000.0,400000.0,False,False,False,False,619322
Premier League,2011,s,762,Newcastle United,England,in,39037,Rob Elliot,25.0,Ireland,England,GK,358,Charlton Athletic,England,150000.0,200000.0,False,False,False,False,629453
Premier League,2011,s,631,Chelsea FC,England,in,44068,Juan Mata,23.0,Spain,,AM,1049,Valencia CF,Spain,26700000.0,4000000.0,False,False,False,False,625778
Premier League,2011,s,631,Chelsea FC,England,in,96341,Romelu Lukaku,18.0,Belgium,DR Congo,CF,58,RSC Anderlecht,Belgium,15000000.0,100000000.0,False,False,False,False,617021
Premier League,2011,s,631,Chelsea FC,England,in,108390,Thibaut Courtois,19.0,Belgium,,GK,1184,KRC Genk,Belgium,8950000.0,60000000.0,False,False,False,False,737952
Premier League,2011,s,631,Chelsea FC,England,in,66100,Oriol Romeu,19.0,Spain,,DM,2464,FC Barcelona B,Spain,4600000.0,6000000.0,False,False,False,False,615887
Premier League,2011,s,631,Chelsea FC,England,in,108820,Ulises Dávila,20.0,Mexico,,SS,6711,Deportivo Guadalajara,Mexico,2000000.0,800000.0,False,False,False,False,628125
Premier League,2011,s,11,Arsenal FC,England,in,143424,Alex Oxlade-Chamberlain,17.0,England,,CM,180,Southampton FC,England,13800000.0,18000000.0,False,False,False,False,618965
Premier League,2011,s,11,Arsenal FC,England,in,33481,Gervinho,24.0,Cote d'Ivoire,,LW,1082,LOSC Lille,France,12000000.0,1500000.0,False,False,False,False,600602
Premier League,2011,s,11,Arsenal FC,England,in,30982,Chu-young Park,26.0,"Korea, South",,CF,162,AS Monaco,France,6500000.0,300000.0,False,False,False,False,629161
Premier League,2011,s,11,Arsenal FC,England,in,126321,Carl Jenkinson,19.0,England,Finland,RB,358,Charlton Athletic,England,1130000.0,600000.0,False,False,False,False,581534
Premier League,2011,s,11,Arsenal FC,England,in,131248,Joel Campbell,19.0,Costa Rica,,RW,4720,Deportivo Saprissa,Costa Rica,1000000.0,2000000.0,False,False,False,False,621132
Premier League,2011,s,512,Stoke City,England,in,35855,Cameron Jerome,25.0,England,Grenada,CF,337,Birmingham City,England,4500000.0,400000.0,False,False,False,False,630525
Premier League,2011,s,289,Sunderland AFC,England,in,95435,Connor Wickham,18.0,England,Northern Ireland,CF,677,Ipswich Town,England,9000000.0,1000000.0,False,False,False,False,591953
Premier League,2011,s,289,Sunderland AFC,England,in,66333,Ahmed Elmohamady,23.0,Egypt,,RB,9218,Enppi SC,Egypt,2500000.0,800000.0,False,False,False,False,547377
Premier League,2011,s,289,Sunderland AFC,England,in,164265,Dong-won Ji,20.0,"Korea, South",,CF,6503,Chunnam Dragons,"Korea, South",2400000.0,800000.0,False,False,False,False,593251
Premier League,2011,s,289,Sunderland AFC,England,in,85935,James McClean,22.0,Ireland,Northern Ireland,LM,920,Derry City,Ireland,750000.0,1500000.0,False,False,False,False,619996
Premier League,2011,s,281,Manchester City,England,in,107010,Stefan Savic,20.0,Montenegro,Serbia,CB,669,FK Partizan Belgrade,Serbia,12000000.0,25000000.0,False,False,False,False,596910
Premier League,2011,s,281,Manchester City,England,in,7449,Gaël Clichy,25.0,France,Martinique,LB,11,Arsenal FC,England,7750000.0,200000.0,False,False,False,False,595853
Premier League,2011,s,164,Blackburn Rovers,England,in,62688,Scott Dann,24.0,England,,CB,337,Birmingham City,England,6800000.0,1500000.0,False,False,False,False,630533
Premier League,2011,s,164,Blackburn Rovers,England,in,75296,Radosav Petrovic,22.0,Serbia,,DM,669,FK Partizan Belgrade,Serbia,3300000.0,400000.0,False,False,False,False,619577
Premier League,2011,s,164,Blackburn Rovers,England,in,164785,Jordan Slew,18.0,England,Jamaica,CF,350,Sheffield United,England,1250000.0,250000.0,False,False,False,False,630938
Premier League,2011,s,31,Liverpool FC,England,in,61651,Jordan Henderson,21.0,England,,CM,289,Sunderland AFC,England,18000000.0,20000000.0,False,False,False,False,582121
Premier League,2011,s,31,Liverpool FC,England,in,28990,Charlie Adam,25.0,Scotland,,CM,1181,Blackpool FC,England,8400000.0,400000.0,False,False,False,False,598164
Premier League,2011,s,31,Liverpool FC,England,in,102427,Sebastián Coates,20.0,Uruguay,Spain,CB,866,Club Nacional,Uruguay,8000000.0,14000000.0,False,False,False,False,629484
Premier League,2011,w,543,Wolverhampton Wanderers,England,in,45298,Eggert Gunnthór Jónsson,23.0,Iceland,,DM,43,Heart of Midlothian FC,Scotland,300000.0,200000.0,False,False,False,False,660701
Premier League,2011,w,2288,Swansea City,England,in,164389,Rory Donnelly,19.0,Northern Ireland,,CF,1251,Cliftonville FC,Northern Ireland,125000.0,125000.0,False,False,False,False,664718
Premier League,2011,w,1123,Norwich City,England,in,67252,Ryan Bennett,21.0,England,,CB,1072,Peterborough United,England,3850000.0,2000000.0,False,False,False,False,682115
Premier League,2011,w,1123,Norwich City,England,in,45395,Jonathan Howson,23.0,England,,CM,399,Leeds United,England,1100000.0,1000000.0,False,False,False,False,676663
Premier League,2011,w,1071,Wigan Athletic,England,in,18871,Jean Beausejour,27.0,Chile,Haiti,LB,337,Birmingham City,England,4700000.0,250000.0,False,False,False,False,677365
Premier League,2011,w,984,West Bromwich Albion,England,in,60904,Scott Allan,20.0,Scotland,,AM,1519,Dundee United FC,Scotland,480000.0,600000.0,False,False,False,False,669425
Premier League,2011,w,931,Fulham FC,England,in,192239,Ryan Williams,18.0,Australia,England,RM,1020,Portsmouth FC,England,600000.0,300000.0,False,False,False,False,681382
Premier League,2011,w,931,Fulham FC,England,in,15074,Pavel Pogrebnyak,28.0,Russia,,CF,79,VfB Stuttgart,Germany,500000.0,50000.0,False,False,False,False,680895
Premier League,2011,w,762,Newcastle United,England,in,33952,Papiss Demba Cissé,26.0,Senegal,France,CF,60,SC Freiburg,Germany,12000000.0,450000.0,False,False,False,False,673307
Premier League,2011,w,631,Chelsea FC,England,in,27511,Gary Cahill,26.0,England,,CB,355,Bolton Wanderers,England,8400000.0,1500000.0,False,False,False,False,672563
Premier League,2011,w,631,Chelsea FC,England,in,88755,Kevin De Bruyne,20.0,Belgium,,AM,1184,KRC Genk,Belgium,8000000.0,100000000.0,False,False,False,False,681181
Premier League,2011,w,631,Chelsea FC,England,in,176485,Lucas Piazon,18.0,Brazil,Italy,RW,585,São Paulo Futebol Clube,Brazil,7500000.0,4000000.0,False,False,False,False,553806
Premier League,2011,w,631,Chelsea FC,England,in,183334,Patrick Bamford,18.0,England,Ireland,CF,703,Nottingham Forest,England,1800000.0,22000000.0,False,False,False,False,681817
Premier League,2011,w,11,Arsenal FC,England,in,86643,Thomas Eisfeld,19.0,Germany,,AM,1464,Borussia Dortmund U19,Germany,750000.0,400000.0,False,False,False,False,681137
Premier League,2011,w,405,Aston Villa,England,in,85706,Enda Stevens,21.0,Ireland,,LB,3258,Shamrock Rovers,Ireland,285000.0,3500000.0,False,False,False,False,630340
Premier League,2011,w,355,Bolton Wanderers,England,in,145466,Tim Ream,24.0,United States,,CB,623,New York Red Bulls,United States,3100000.0,600000.0,False,False,False,False,677641
Premier League,2011,w,281,Manchester City,England,in,47659,Costel Pantilimon,24.0,Romania,,GK,7074,Politehnica Timisoara,Romania,3300000.0,150000.0,False,False,False,False,684084
Premier League,2011,w,148,Tottenham Hotspur,England,in,59340,Iago Falque,22.0,Spain,,RW,11008,Juventus Primavera,Italy,1000000.0,1200000.0,False,False,False,False,672775
Premier League,2011,w,31,Liverpool FC,England,in,203026,Danny Ward,18.0,Wales,,GK,1112,Wrexham AFC,England,125000.0,6000000.0,False,False,False,False,683070
Premier League,2011,w,29,Everton FC,England,in,42413,Darron Gibson,24.0,Ireland,Northern Ireland,CM,985,Manchester United,England,600000.0,200000.0,False,False,False,False,671142
Premier League,2012,s,631,Chelsea FC,England,in,50202,Eden Hazard,21.0,Belgium,,LW,1082,LOSC Lille,France,35000000.0,25000000.0,False,False,False,False,725165
Premier League,2012,s,631,Chelsea FC,England,in,85314,Oscar,20.0,Brazil,Italy,AM,6600,Sport Club Internacional,Brazil,32000000.0,18000000.0,False,False,False,False,756517
Premier League,2012,s,631,Chelsea FC,England,in,59866,Victor Moses,21.0,Nigeria,England,RM,1071,Wigan Athletic,England,11500000.0,6500000.0,False,False,False,False,774129
Premier League,2012,s,631,Chelsea FC,England,in,57500,César Azpilicueta,22.0,Spain,,RB,244,Olympique Marseille,France,8800000.0,13000000.0,False,False,False,False,773718
Premier League,2012,s,631,Chelsea FC,England,in,35251,Marko Marin,23.0,Germany,Serbia,AM,86,SV Werder Bremen,Germany,8000000.0,2500000.0,False,False,False,False,713120
Premier League,2012,s,631,Chelsea FC,England,in,102226,Thorgan Hazard,19.0,Belgium,,LW,826,RC Lens,France,500000.0,27000000.0,False,False,False,False,756102
Premier League,2012,s,2288,Swansea City,England,in,81796,Sung-yueng Ki,23.0,"Korea, South",,DM,371,Celtic FC,Scotland,7000000.0,1000000.0,False,False,False,False,773898
Premier League,2012,s,2288,Swansea City,England,in,46220,Pablo Hernández,27.0,Spain,,AM,1049,Valencia CF,Spain,7000000.0,800000.0,False,False,False,False,778207
Premier League,2012,s,2288,Swansea City,England,in,67421,Kyle Bartley,21.0,England,Jamaica,CB,9249,Arsenal FC U21,England,1300000.0,2500000.0,False,False,False,False,769995
Premier League,2012,s,985,Manchester United,England,in,81785,Shinji Kagawa,23.0,Japan,,AM,16,Borussia Dortmund,Germany,16000000.0,1200000.0,False,False,False,False,725269
